team,win_prob,win,season,date,upset_win,upset_loss
Montreal Impact,0.250068882439058,0,2012,2012-04-04,0,NA
FC Dallas,0.6738435681281617,1,2012,2012-04-05,NA,0
New England Revolution,0.3261564318718383,0,2012,2012-04-05,0,NA
Portland Timbers,0.6831413096579368,0,2012,2012-04-07,NA,1
Real Salt Lake,0.6747991704637263,1,2012,2012-04-07,NA,0
DC United,0.5052491504055439,0.5,2012,2012-04-07,NA,NA
San Jose Earthquakes,0.7046759012083678,1,2012,2012-04-07,NA,0
Sporting Kansas City,0.6900574127826001,1,2012,2012-04-07,NA,0
Columbus Crew,0.6205726956620594,0,2012,2012-04-07,NA,1
Montreal Impact,0.6972323680923772,1,2012,2012-04-07,NA,0
Chivas USA,0.31685869034206315,1,2012,2012-04-07,1,NA
Colorado Rapids,0.3252008295362737,0,2012,2012-04-07,0,NA
Seattle Sounders,0.49475084959445614,0.5,2012,2012-04-07,NA,NA
Vancouver Whitecaps,0.29532409879163224,0,2012,2012-04-07,0,NA
Los Angeles Galaxy,0.30994258721739987,0,2012,2012-04-07,0,NA
New York Red Bulls,0.3794273043379406,1,2012,2012-04-07,1,NA
Toronto FC,0.3027676319076228,0,2012,2012-04-07,0,NA
Los Angeles Galaxy,0.7340734356291727,1,2012,2012-04-14,NA,0
FC Dallas,0.6759109681224533,1,2012,2012-04-14,NA,0
Sporting Kansas City,0.6720084527280035,1,2012,2012-04-14,NA,0
New York Red Bulls,0.660376714199627,0.5,2012,2012-04-14,NA,NA
Toronto FC,0.5568903789788107,0,2012,2012-04-14,NA,1
New England Revolution,0.6053954858192473,0,2012,2012-04-14,NA,1
Seattle Sounders,0.7048596274612147,1,2012,2012-04-14,NA,0
Philadelphia Union,0.6112999532165851,1,2012,2012-04-14,NA,0
Portland Timbers,0.2659265643708273,0,2012,2012-04-14,0,NA
Montreal Impact,0.3240890318775467,0,2012,2012-04-14,0,NA
Real Salt Lake,0.32799154727199653,0,2012,2012-04-14,0,NA
San Jose Earthquakes,0.33962328580037304,0.5,2012,2012-04-14,NA,NA
Chivas USA,0.44310962102118934,1,2012,2012-04-14,1,NA
DC United,0.3946045141807527,1,2012,2012-04-14,1,NA
Colorado Rapids,0.29514037253878533,0,2012,2012-04-14,0,NA
Columbus Crew,0.38870004678341485,0,2012,2012-04-14,0,NA
Chicago Fire,0.5675926892095138,0.5,2012,2012-04-15,NA,NA
Houston Dynamo,0.4324073107904862,0.5,2012,2012-04-15,NA,NA
Vancouver Whitecaps,0.4500185101775429,0,2012,2012-04-18,0,NA
DC United,0.6837392379144679,0.5,2012,2012-04-18,NA,NA
Sporting Kansas City,0.5499814898224571,1,2012,2012-04-18,NA,0
Montreal Impact,0.3162607620855321,0.5,2012,2012-04-18,NA,NA
Chivas USA,0.6403090021244082,0,2012,2012-04-21,NA,1
Portland Timbers,0.40898594966495977,1,2012,2012-04-21,1,NA
San Jose Earthquakes,0.6154417639599851,1,2012,2012-04-21,NA,0
Vancouver Whitecaps,0.5759533753745432,1,2012,2012-04-21,NA,0
Colorado Rapids,0.5888944603797125,0,2012,2012-04-21,NA,1
Columbus Crew,0.5158377576869094,0.5,2012,2012-04-21,NA,NA
Toronto FC,0.4676164036936789,0,2012,2012-04-21,0,NA
Philadelphia Union,0.3596909978755918,1,2012,2012-04-21,1,NA
Sporting Kansas City,0.5910140503350403,0,2012,2012-04-21,NA,1
Real Salt Lake,0.38455823604001493,0,2012,2012-04-21,0,NA
FC Dallas,0.42404662462545684,0,2012,2012-04-21,0,NA
Los Angeles Galaxy,0.4111055396202875,1,2012,2012-04-21,1,NA
Houston Dynamo,0.4841622423130906,0.5,2012,2012-04-21,NA,NA
Chicago Fire,0.532383596306321,1,2012,2012-04-21,NA,0
DC United,0.5471825304702762,1,2012,2012-04-22,NA,0
New York Red Bulls,0.4528174695297238,0,2012,2012-04-22,0,NA
FC Dallas,0.5569965716979309,0.5,2012,2012-04-25,NA,NA
Real Salt Lake,0.44300342830206907,0.5,2012,2012-04-25,NA,NA
Los Angeles Galaxy,0.7355399337750103,0.5,2012,2012-04-28,NA,NA
Colorado Rapids,0.6874564914935817,1,2012,2012-04-28,NA,0
Real Salt Lake,0.8262784344126313,1,2012,2012-04-28,NA,0
Chicago Fire,0.5652963421874204,0,2012,2012-04-28,NA,1
Columbus Crew,0.6629433809489628,0,2012,2012-04-28,NA,1
DC United,0.5497334120363266,1,2012,2012-04-28,NA,0
Philadelphia Union,0.5495072251056646,0,2012,2012-04-28,NA,1
New York Red Bulls,0.7580579668872001,1,2012,2012-04-28,NA,0
Montreal Impact,0.6273680667830972,1,2012,2012-04-28,NA,0
FC Dallas,0.26446006622498974,0.5,2012,2012-04-28,NA,NA
Chivas USA,0.3125435085064183,0,2012,2012-04-28,0,NA
Toronto FC,0.17372156558736873,0,2012,2012-04-28,0,NA
Seattle Sounders,0.4347036578125796,1,2012,2012-04-28,1,NA
Vancouver Whitecaps,0.33705661905103723,1,2012,2012-04-28,1,NA
Houston Dynamo,0.45026658796367336,0,2012,2012-04-28,0,NA
San Jose Earthquakes,0.45049277489433537,1,2012,2012-04-28,1,NA
New England Revolution,0.24194203311279994,0,2012,2012-04-28,0,NA
Portland Timbers,0.3726319332169028,0,2012,2012-04-28,0,NA
San Jose Earthquakes,0.7111366931095551,1,2012,2012-05-02,NA,0
Seattle Sounders,0.6824663607158478,1,2012,2012-05-02,NA,0
New England Revolution,0.5227114418473212,1,2012,2012-05-02,NA,0
DC United,0.2888633068904449,0,2012,2012-05-02,0,NA
Los Angeles Galaxy,0.31753363928415224,0,2012,2012-05-02,0,NA
Colorado Rapids,0.4772885581526788,0,2012,2012-05-02,0,NA
Chivas USA,0.553624239554087,0,2012,2012-05-04,NA,1
Chicago Fire,0.446375760445913,1,2012,2012-05-04,1,NA
Portland Timbers,0.6297729229779083,0.5,2012,2012-05-05,NA,NA
Real Salt Lake,0.7740976689154084,1,2012,2012-05-05,NA,0
Sporting Kansas City,0.7914405851598527,0,2012,2012-05-05,NA,1
Los Angeles Galaxy,0.6517586724973864,0,2012,2012-05-05,NA,1
Vancouver Whitecaps,0.49462821188326883,1,2012,2012-05-05,1,NA
Seattle Sounders,0.7841505330897025,1,2012,2012-05-05,NA,0
Toronto FC,0.4578286834547077,0,2012,2012-05-05,0,NA
Columbus Crew,0.3702270770220917,0.5,2012,2012-05-05,NA,NA
New England Revolution,0.22590233108459157,0,2012,2012-05-05,0,NA
Montreal Impact,0.20855941484014728,1,2012,2012-05-05,1,NA
New York Red Bulls,0.3482413275026136,1,2012,2012-05-05,1,NA
San Jose Earthquakes,0.5053717881167312,0,2012,2012-05-05,NA,1
Philadelphia Union,0.2158494669102975,0,2012,2012-05-05,0,NA
DC United,0.5421713165452924,1,2012,2012-05-05,NA,0
FC Dallas,0.6282844630332546,0,2012,2012-05-06,NA,1
Colorado Rapids,0.3717155369667454,1,2012,2012-05-06,1,NA
Chicago Fire,0.5913529798531212,0.5,2012,2012-05-09,NA,NA
FC Dallas,0.44476429662202566,0,2012,2012-05-09,0,NA
New York Red Bulls,0.6347538683048154,1,2012,2012-05-09,NA,0
Real Salt Lake,0.4086470201468788,0.5,2012,2012-05-09,NA,NA
Seattle Sounders,0.5552357033779743,1,2012,2012-05-09,NA,0
Houston Dynamo,0.3652461316951846,0,2012,2012-05-09,0,NA
Seattle Sounders,0.7185753975606017,0,2012,2012-05-12,NA,1
Chicago Fire,0.5647525816874499,1,2012,2012-05-12,NA,0
Columbus Crew,0.6566020052838967,1,2012,2012-05-12,NA,0
New England Revolution,0.5641232209282546,1,2012,2012-05-12,NA,0
Houston Dynamo,0.6773915042855789,1,2012,2012-05-12,NA,0
Montreal Impact,0.5989031900471202,0.5,2012,2012-05-12,NA,NA
Real Salt Lake,0.28142460243939826,1,2012,2012-05-12,1,NA
Sporting Kansas City,0.4352474183125501,0,2012,2012-05-12,0,NA
FC Dallas,0.3433979947161033,0,2012,2012-05-12,0,NA
Vancouver Whitecaps,0.4358767790717454,0,2012,2012-05-12,0,NA
DC United,0.3226084957144211,0,2012,2012-05-12,0,NA
Los Angeles Galaxy,0.4010968099528798,0.5,2012,2012-05-12,NA,NA
San Jose Earthquakes,0.7944375158007485,0.5,2012,2012-05-13,NA,NA
Philadelphia Union,0.5157872346346092,0,2012,2012-05-13,NA,1
Chivas USA,0.2055624841992515,0.5,2012,2012-05-13,NA,NA
New York Red Bulls,0.4842127653653908,1,2012,2012-05-13,1,NA
Houston Dynamo,0.7646096994250932,0.5,2012,2012-05-15,NA,NA
Portland Timbers,0.23539030057490684,0.5,2012,2012-05-15,NA,NA
DC United,0.6252151120282358,1,2012,2012-05-16,NA,0
Colorado Rapids,0.37478488797176424,0,2012,2012-05-16,0,NA
Chivas USA,0.5105048475488324,1,2012,2012-05-19,NA,0
San Jose Earthquakes,0.7463610082402742,0.5,2012,2012-05-19,NA,NA
Colorado Rapids,0.5640323540964435,0.5,2012,2012-05-19,NA,NA
FC Dallas,0.6186479525921714,0.5,2012,2012-05-19,NA,NA
DC United,0.8239339685100402,1,2012,2012-05-19,NA,0
Montreal Impact,0.5340867219238747,0,2012,2012-05-19,NA,1
New England Revolution,0.5029790216439218,0.5,2012,2012-05-19,NA,NA
Vancouver Whitecaps,0.4488107032700014,0.5,2012,2012-05-19,NA,NA
Los Angeles Galaxy,0.4894951524511676,0,2012,2012-05-19,0,NA
Columbus Crew,0.2536389917597258,0.5,2012,2012-05-19,NA,NA
Sporting Kansas City,0.4359676459035565,0.5,2012,2012-05-19,NA,NA
Philadelphia Union,0.3813520474078286,0.5,2012,2012-05-19,NA,NA
Toronto FC,0.1760660314899598,0,2012,2012-05-19,0,NA
New York Red Bulls,0.46591327807612526,1,2012,2012-05-19,1,NA
Houston Dynamo,0.49702097835607817,0.5,2012,2012-05-19,NA,NA
Seattle Sounders,0.5511892967299986,0.5,2012,2012-05-19,NA,NA
Portland Timbers,0.538822944043233,1,2012,2012-05-20,NA,0
Chicago Fire,0.46117705595676695,0,2012,2012-05-20,0,NA
Los Angeles Galaxy,0.5940647905775752,0,2012,2012-05-23,NA,1
Seattle Sounders,0.7853487633529336,0,2012,2012-05-23,NA,1
Chicago Fire,0.7358764741840997,1,2012,2012-05-23,NA,0
New York Red Bulls,0.7945279258636959,0.5,2012,2012-05-23,NA,NA
San Jose Earthquakes,0.4059352094224248,1,2012,2012-05-23,1,NA
Columbus Crew,0.21465123664706642,1,2012,2012-05-23,1,NA
FC Dallas,0.26412352581590026,0,2012,2012-05-23,0,NA
Chivas USA,0.20547207413630408,0.5,2012,2012-05-23,NA,NA
Chivas USA,0.4750156049873353,0.5,2012,2012-05-26,NA,NA
Portland Timbers,0.6363808769230439,0.5,2012,2012-05-26,NA,NA
Colorado Rapids,0.669511442718903,1,2012,2012-05-26,NA,0
Real Salt Lake,0.8014400735114144,1,2012,2012-05-26,NA,0
DC United,0.7379219540218658,1,2012,2012-05-26,NA,0
Columbus Crew,0.6155638518727066,1,2012,2012-05-26,NA,0
Toronto FC,0.481985550445979,1,2012,2012-05-26,1,NA
Houston Dynamo,0.694571845334488,1,2012,2012-05-26,NA,0
Seattle Sounders,0.5249843950126647,0.5,2012,2012-05-26,NA,NA
Vancouver Whitecaps,0.3636191230769561,0.5,2012,2012-05-26,NA,NA
Montreal Impact,0.33048855728109705,0,2012,2012-05-26,0,NA
FC Dallas,0.19855992648858556,0,2012,2012-05-26,0,NA
New England Revolution,0.2620780459781342,0,2012,2012-05-26,0,NA
Chicago Fire,0.38443614812729343,0,2012,2012-05-26,0,NA
Philadelphia Union,0.518014449554021,0,2012,2012-05-26,NA,1
Los Angeles Galaxy,0.305428154665512,0,2012,2012-05-26,0,NA
Sporting Kansas City,0.6356676888913558,1,2012,2012-05-27,NA,0
San Jose Earthquakes,0.36433231110864417,0,2012,2012-05-27,0,NA
New England Revolution,0.5411446514451408,1,2012,2012-06-02,NA,0
Chicago Fire,0.4588553485548592,0,2012,2012-06-02,0,NA
Vancouver Whitecaps,0.5255252972960037,1,2012,2012-06-10,NA,0
Houston Dynamo,0.4744747027039963,0,2012,2012-06-10,0,NA
Chivas USA,0.467393060451908,0,2012,2012-06-16,0,NA
Sporting Kansas City,0.8574172856417788,1,2012,2012-06-16,NA,0
Houston Dynamo,0.7695693975419664,1,2012,2012-06-16,NA,0
Montreal Impact,0.501803034654259,1,2012,2012-06-16,NA,0
New England Revolution,0.5643174557760422,0.5,2012,2012-06-16,NA,NA
Philadelphia Union,0.5187535756892067,0,2012,2012-06-16,NA,1
Vancouver Whitecaps,0.6079787354355994,1,2012,2012-06-16,NA,0
Real Salt Lake,0.532606939548092,1,2012,2012-06-16,NA,0
Toronto FC,0.14258271435822123,0,2012,2012-06-16,0,NA
FC Dallas,0.2304306024580336,0,2012,2012-06-16,0,NA
Seattle Sounders,0.498196965345741,0,2012,2012-06-16,0,NA
Columbus Crew,0.4356825442239578,0.5,2012,2012-06-16,NA,NA
DC United,0.48124642431079334,1,2012,2012-06-16,1,NA
Colorado Rapids,0.39202126456440056,0,2012,2012-06-16,0,NA
Los Angeles Galaxy,0.684042914683092,1,2012,2012-06-17,NA,0
Chicago Fire,0.5291218017374317,1,2012,2012-06-17,NA,0
Portland Timbers,0.315957085316908,0,2012,2012-06-17,0,NA
New York Red Bulls,0.47087819826256827,0,2012,2012-06-17,0,NA
Vancouver Whitecaps,0.554923203195604,0.5,2012,2012-06-20,NA,NA
Chivas USA,0.56017309407284,1,2012,2012-06-20,NA,0
Seattle Sounders,0.6063426284107126,0.5,2012,2012-06-20,NA,NA
Colorado Rapids,0.5652869591482161,0,2012,2012-06-20,NA,1
Houston Dynamo,0.8395514871733083,0.5,2012,2012-06-20,NA,NA
Real Salt Lake,0.7542298647026521,0,2012,2012-06-20,NA,1
New York Red Bulls,0.44507679680439605,0.5,2012,2012-06-20,NA,NA
Montreal Impact,0.43982690592716,0,2012,2012-06-20,0,NA
Sporting Kansas City,0.3936573715892874,0.5,2012,2012-06-20,NA,NA
San Jose Earthquakes,0.43471304085178386,1,2012,2012-06-20,1,NA
Toronto FC,0.1604485128266917,0.5,2012,2012-06-20,NA,NA
Los Angeles Galaxy,0.24577013529734792,1,2012,2012-06-20,1,NA
Los Angeles Galaxy,0.6729874576990685,1,2012,2012-06-23,NA,0
FC Dallas,0.6053413635428054,0.5,2012,2012-06-23,NA,NA
Real Salt Lake,0.6528961085510886,0,2012,2012-06-23,NA,1
Chicago Fire,0.6382816298064503,1,2012,2012-06-23,NA,0
Montreal Impact,0.5716973190109114,1,2012,2012-06-23,NA,0
Philadelphia Union,0.43683544019600096,1,2012,2012-06-23,1,NA
Toronto FC,0.5083917498436398,0.5,2012,2012-06-23,NA,NA
Vancouver Whitecaps,0.32701254230093146,0,2012,2012-06-23,0,NA
Chivas USA,0.39465863645719457,0.5,2012,2012-06-23,NA,NA
San Jose Earthquakes,0.3471038914489114,1,2012,2012-06-23,1,NA
Columbus Crew,0.3617183701935497,0,2012,2012-06-23,0,NA
Houston Dynamo,0.42830268098908864,0,2012,2012-06-23,0,NA
Sporting Kansas City,0.563164559803999,0,2012,2012-06-23,NA,1
New England Revolution,0.4916082501563602,0.5,2012,2012-06-23,NA,NA
New York Red Bulls,0.6585079155604668,1,2012,2012-06-24,NA,0
Portland Timbers,0.5078897082816637,1,2012,2012-06-24,NA,0
DC United,0.34149208443953316,0,2012,2012-06-24,0,NA
Seattle Sounders,0.4921102917183363,0,2012,2012-06-24,0,NA
Montreal Impact,0.7964291546839758,0,2012,2012-06-27,NA,1
Toronto FC,0.2035708453160242,1,2012,2012-06-27,1,NA
Sporting Kansas City,0.6804770270426942,0,2012,2012-06-29,NA,1
Chicago Fire,0.3195229729573058,1,2012,2012-06-29,1,NA
San Jose Earthquakes,0.7043064837240791,1,2012,2012-06-30,NA,0
Colorado Rapids,0.6699239916647126,1,2012,2012-06-30,NA,0
Columbus Crew,0.5594816833566545,1,2012,2012-06-30,NA,0
Houston Dynamo,0.7131763357035728,1,2012,2012-06-30,NA,0
DC United,0.7297210153902587,1,2012,2012-06-30,NA,0
New England Revolution,0.5286441212511758,0.5,2012,2012-06-30,NA,NA
Toronto FC,0.39636152050236817,0.5,2012,2012-06-30,NA,NA
Los Angeles Galaxy,0.2956935162759209,0,2012,2012-06-30,0,NA
Portland Timbers,0.3300760083352874,0,2012,2012-06-30,0,NA
Real Salt Lake,0.4405183166433455,0,2012,2012-06-30,0,NA
Philadelphia Union,0.28682366429642725,0,2012,2012-06-30,0,NA
Montreal Impact,0.2702789846097413,0,2012,2012-06-30,0,NA
Seattle Sounders,0.47135587874882423,0.5,2012,2012-06-30,NA,NA
New York Red Bulls,0.6036384794976318,0.5,2012,2012-06-30,NA,NA
Portland Timbers,0.4411249678851823,1,2012,2012-07-03,1,NA
Houston Dynamo,0.622200348300998,0.5,2012,2012-07-03,NA,NA
San Jose Earthquakes,0.5588750321148177,0,2012,2012-07-03,NA,1
Chicago Fire,0.377799651699002,0.5,2012,2012-07-03,NA,NA
Los Angeles Galaxy,0.7327035114731122,0,2012,2012-07-04,NA,1
Real Salt Lake,0.6546686014034686,0.5,2012,2012-07-04,NA,NA
Colorado Rapids,0.6665239732973013,0,2012,2012-07-04,NA,1
FC Dallas,0.6668144768208357,0.5,2012,2012-07-04,NA,NA
Montreal Impact,0.5249109611134968,0,2012,2012-07-04,NA,1
Philadelphia Union,0.2672964885268878,1,2012,2012-07-04,1,NA
Seattle Sounders,0.3453313985965314,0.5,2012,2012-07-04,NA,NA
Vancouver Whitecaps,0.3334760267026987,1,2012,2012-07-04,1,NA
Toronto FC,0.3331855231791643,0.5,2012,2012-07-04,NA,NA
Sporting Kansas City,0.4750890388865032,1,2012,2012-07-04,1,NA
Seattle Sounders,0.7087183010265661,1,2012,2012-07-07,NA,0
Chivas USA,0.572782809757595,0.5,2012,2012-07-07,NA,NA
FC Dallas,0.40737667251171905,0.5,2012,2012-07-07,NA,NA
Real Salt Lake,0.7374806256965842,1,2012,2012-07-07,NA,0
Sporting Kansas City,0.683596946000652,0.5,2012,2012-07-07,NA,NA
Colorado Rapids,0.2912816989734339,0,2012,2012-07-07,0,NA
Vancouver Whitecaps,0.427217190242405,0.5,2012,2012-07-07,NA,NA
San Jose Earthquakes,0.592623327488281,0.5,2012,2012-07-07,NA,NA
Portland Timbers,0.26251937430341576,0,2012,2012-07-07,0,NA
Houston Dynamo,0.316403053999348,0.5,2012,2012-07-07,NA,NA
Montreal Impact,0.5195348186949807,1,2012,2012-07-08,NA,0
New England Revolution,0.4853924411639025,1,2012,2012-07-08,1,NA
Philadelphia Union,0.7251078791507026,1,2012,2012-07-08,NA,0
Chicago Fire,0.679665394045796,0,2012,2012-07-08,NA,1
Columbus Crew,0.48046518130501925,0,2012,2012-07-08,0,NA
New York Red Bulls,0.5146075588360974,0,2012,2012-07-08,NA,1
Toronto FC,0.27489212084929737,0,2012,2012-07-08,0,NA
Los Angeles Galaxy,0.32033460595420404,1,2012,2012-07-08,1,NA
Toronto FC,0.48615255013255854,1,2012,2012-07-11,1,NA
Vancouver Whitecaps,0.5138474498674415,0,2012,2012-07-11,NA,1
Portland Timbers,0.527838407733284,0,2012,2012-07-14,NA,1
San Jose Earthquakes,0.6681728333443323,1,2012,2012-07-14,NA,0
Colorado Rapids,0.7186468825329665,0,2012,2012-07-14,NA,1
Chicago Fire,0.6775129024899967,1,2012,2012-07-14,NA,0
Columbus Crew,0.5838558406988276,0,2012,2012-07-14,NA,1
New England Revolution,0.7287479415486654,0,2012,2012-07-14,NA,1
Philadelphia Union,0.6852796969012237,1,2012,2012-07-14,NA,0
Los Angeles Galaxy,0.47216159226671595,1,2012,2012-07-14,1,NA
Real Salt Lake,0.3318271666556677,0,2012,2012-07-14,0,NA
FC Dallas,0.2813531174670335,1,2012,2012-07-14,1,NA
Vancouver Whitecaps,0.32248709751000326,0,2012,2012-07-14,0,NA
Sporting Kansas City,0.41614415930117243,1,2012,2012-07-14,1,NA
Toronto FC,0.2712520584513346,1,2012,2012-07-14,1,NA
Montreal Impact,0.3147203030987763,0,2012,2012-07-14,0,NA
Houston Dynamo,0.6089144788782829,1,2012,2012-07-15,NA,0
New York Red Bulls,0.6393690631339801,0.5,2012,2012-07-15,NA,NA
DC United,0.39108552112171713,0,2012,2012-07-15,0,NA
Seattle Sounders,0.3606309368660199,0.5,2012,2012-07-15,NA,NA
San Jose Earthquakes,0.8165165981209305,1,2012,2012-07-18,NA,0
Vancouver Whitecaps,0.537399762805025,0.5,2012,2012-07-18,NA,NA
Houston Dynamo,0.6015634563498748,1,2012,2012-07-18,NA,0
Montreal Impact,0.616316725823121,1,2012,2012-07-18,NA,0
Toronto FC,0.5825274610433737,1,2012,2012-07-18,NA,0
Chivas USA,0.6560697264579768,1,2012,2012-07-18,NA,0
New York Red Bulls,0.665853387171471,1,2012,2012-07-18,NA,0
FC Dallas,0.18348340187906953,0,2012,2012-07-18,0,NA
Los Angeles Galaxy,0.462600237194975,0.5,2012,2012-07-18,NA,NA
Sporting Kansas City,0.39843654365012515,0,2012,2012-07-18,0,NA
New England Revolution,0.383683274176879,0,2012,2012-07-18,0,NA
Colorado Rapids,0.4174725389566263,0,2012,2012-07-18,0,NA
Portland Timbers,0.3439302735420232,0,2012,2012-07-18,0,NA
Chicago Fire,0.334146612828529,0,2012,2012-07-18,0,NA
Los Angeles Galaxy,0.7587912087511606,1,2012,2012-07-21,NA,0
Real Salt Lake,0.7463793493291029,1,2012,2012-07-21,NA,0
FC Dallas,0.6433887874774886,1,2012,2012-07-21,NA,0
Houston Dynamo,0.7649891392184898,1,2012,2012-07-21,NA,0
Sporting Kansas City,0.7752354257385538,0.5,2012,2012-07-21,NA,NA
Columbus Crew,0.5817633651442714,1,2012,2012-07-21,NA,0
New York Red Bulls,0.718349232978989,1,2012,2012-07-21,NA,0
Chivas USA,0.24120879124883943,0,2012,2012-07-21,0,NA
Colorado Rapids,0.2536206506708971,0,2012,2012-07-21,0,NA
Portland Timbers,0.3566112125225114,0,2012,2012-07-21,0,NA
Montreal Impact,0.23501086078151023,0,2012,2012-07-21,0,NA
New England Revolution,0.22476457426144625,0.5,2012,2012-07-21,NA,NA
DC United,0.4182366348557286,0,2012,2012-07-21,0,NA
Philadelphia Union,0.281650767021011,0,2012,2012-07-21,0,NA
Vancouver Whitecaps,0.47321166708354834,1,2012,2012-07-22,1,NA
San Jose Earthquakes,0.5267883329164517,0,2012,2012-07-22,NA,1
Real Salt Lake,0.7120412448553297,1,2012,2012-07-27,NA,0
Vancouver Whitecaps,0.2879587551446703,0,2012,2012-07-27,0,NA
Portland Timbers,0.5894964181871021,0,2012,2012-07-28,NA,1
San Jose Earthquakes,0.7253071193853179,0.5,2012,2012-07-28,NA,NA
Colorado Rapids,0.4882190355028702,0,2012,2012-07-28,0,NA
Sporting Kansas City,0.7117308907798758,0,2012,2012-07-28,NA,1
FC Dallas,0.4757742962138722,0,2012,2012-07-28,0,NA
Montreal Impact,0.46589537039513246,1,2012,2012-07-28,1,NA
Toronto FC,0.4524793425704722,0,2012,2012-07-28,0,NA
Chivas USA,0.4105035818128979,1,2012,2012-07-28,1,NA
Chicago Fire,0.2746928806146821,0.5,2012,2012-07-28,NA,NA
Seattle Sounders,0.5117809644971298,1,2012,2012-07-28,NA,0
Columbus Crew,0.28826910922012416,1,2012,2012-07-28,1,NA
Los Angeles Galaxy,0.5242257037861278,1,2012,2012-07-28,NA,0
New York Red Bulls,0.5341046296048675,0,2012,2012-07-28,NA,1
Houston Dynamo,0.5475206574295278,1,2012,2012-07-28,NA,0
Philadelphia Union,0.6726105165972355,1,2012,2012-07-29,NA,0
New England Revolution,0.3273894834027645,0,2012,2012-07-29,0,NA
Houston Dynamo,0.6869810993865538,1,2012,2012-08-03,NA,0
New York Red Bulls,0.31301890061344617,0,2012,2012-08-03,0,NA
Colorado Rapids,0.4649446895623578,1,2012,2012-08-04,1,NA
Chicago Fire,0.7678771862234607,1,2012,2012-08-04,NA,0
DC United,0.6473437911999066,1,2012,2012-08-04,NA,0
Montreal Impact,0.6001760923902791,1,2012,2012-08-04,NA,0
New England Revolution,0.5105805183547054,0,2012,2012-08-04,NA,1
Real Salt Lake,0.5350553104376422,0,2012,2012-08-04,NA,1
Toronto FC,0.23212281377653932,0,2012,2012-08-04,0,NA
Columbus Crew,0.3526562088000934,0,2012,2012-08-04,0,NA
Philadelphia Union,0.39982390760972086,0,2012,2012-08-04,0,NA
Sporting Kansas City,0.4894194816452946,1,2012,2012-08-04,1,NA
Seattle Sounders,0.6242536958074136,1,2012,2012-08-05,NA,0
Portland Timbers,0.5862313670525272,0.5,2012,2012-08-05,NA,NA
Los Angeles Galaxy,0.37574630419258637,0,2012,2012-08-05,0,NA
FC Dallas,0.4137686329474728,0.5,2012,2012-08-05,NA,NA
New York Red Bulls,0.5586078168810051,1,2012,2012-08-10,NA,0
Houston Dynamo,0.44139218311899486,0,2012,2012-08-10,0,NA
San Jose Earthquakes,0.6395691292306454,1,2012,2012-08-11,NA,0
FC Dallas,0.6307032652009409,1,2012,2012-08-11,NA,0
Sporting Kansas City,0.667572762701708,1,2012,2012-08-11,NA,0
Vancouver Whitecaps,0.5597946372281859,1,2012,2012-08-11,NA,0
Seattle Sounders,0.36043087076935465,0,2012,2012-08-11,0,NA
Colorado Rapids,0.3692967347990591,0,2012,2012-08-11,0,NA
DC United,0.33242723729829204,0,2012,2012-08-11,0,NA
Real Salt Lake,0.4402053627718141,0,2012,2012-08-11,0,NA
Chivas USA,0.5045751352922985,0,2012,2012-08-12,NA,1
New England Revolution,0.5882818395774637,0,2012,2012-08-12,NA,1
